4-8-2019,0:14:28,217576438608560129,true,adidude#4555,true,false
4-8-2019,0:14:29,217576438608560129,true,adidude#4555,false,false
4-8-2019,0:18:13,217677875539738624,true,Kyse_welt#5708,true,false
4-8-2019,0:18:20,217677875539738624,true,Kyse_welt#5708,false,false
4-8-2019,0:18:24,217677875539738624,true,Kyse_welt#5708,false,true
4-8-2019,0:18:30,217677875539738624,true,Kyse_welt#5708,false,false
4-8-2019,0:20:57,217576438608560129,true,adidude#4555,true,false
4-8-2019,0:24:20,127890245361336321,true,Zidawn#8285,true,false
4-8-2019,0:25:20,127890245361336321,true,Zidawn#8285,false,false
4-8-2019,0:34:1,127890245361336321,true,Zidawn#8285,true,false
4-8-2019,0:34:1,127890245361336321,true,Zidawn#8285,false,false
4-8-2019,0:34:3,127890245361336321,true,Zidawn#8285,true,false
4-8-2019,0:34:27,127890245361336321,true,Zidawn#8285,false,false
4-8-2019,0:34:36,233582636042420224,false,12buns#0284,false,false
4-8-2019,0:36:24,233582636042420224,true,12buns#0284,false,false
4-8-2019,0:39:14,274185115142324224,true,PositiV#2339,false,false
4-8-2019,0:39:44,233582636042420224,true,12buns#0284,true,false
4-8-2019,0:42:21,217576438608560129,true,adidude#4555,false,false
4-8-2019,0:45:15,233582636042420224,true,12buns#0284,false,false
4-8-2019,0:53:39,233582636042420224,true,12buns#0284,true,false
4-8-2019,0:53:56,233582636042420224,true,12buns#0284,false,false
4-8-2019,0:54:44,233582636042420224,true,12buns#0284,true,false
4-8-2019,0:55:10,274185115142324224,false,PositiV#2339,false,false
4-8-2019,0:55:15,274185115142324224,true,PositiV#2339,false,false
4-8-2019,0:59:47,302609090364964866,true,Garros#6437,false,false
4-8-2019,1:0:15,274185115142324224,false,PositiV#2339,false,false
4-8-2019,1:0:34,274185115142324224,true,PositiV#2339,false,false
4-8-2019,1:1:9,127890245361336321,false,Zidawn#8285,false,false
4-8-2019,1:13:1,302609090364964866,false,Garros#6437,false,false
4-8-2019,1:31:29,233582636042420224,false,12buns#0284,true,false
4-8-2019,1:35:54,215565940774010880,true,Nutrition Gym Life Instructor#3281,false,false
